name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home,total_points_20
Trent Alexander-Arnold,1,1,11,11,20,0,0,0,2.857142857142857,1,75.0,3.0,-1.8571428571428572,2,0,0,0,True,1
Gabriel Magalhães,1,1,11,1,17,0,0,0,2.0,1,50.0,2.0,-1.0,0,2,2,2,False,1
Max Kilman,0,1,11,20,11,0,0,0,1.7142857142857142,1,40.0,2.0,-1.7142857142857142,0,2,2,2,False,0
Daniel Ceballos Fernández,1,0,11,1,17,0,0,1,2.7142857142857144,0,50.0,3.0,-1.7142857142857144,0,2,2,2,False,1
Steven Bergwijn,3,0,11,17,1,0,0,1,2.2857142857142856,0,75.0,3.0,0.7142857142857144,0,1,1,1,True,3
Andros Townsend,0,0,11,6,18,0,0,1,1.7142857142857142,0,60.0,2.0,-1.7142857142857142,3,0,0,0,False,0
Emile Smith Rowe,0,0,11,1,17,0,0,1,1.0,0,45.0,2.0,-1.0,0,2,2,2,False,0
Danny Ings,8,0,11,16,3,1,0,0,5.714285714285714,2,85.0,3.0,2.2857142857142856,1,1,1,1,False,8
Yves Bissouma,1,0,11,3,16,0,0,1,2.7142857142857144,0,45.0,3.0,-1.7142857142857144,3,1,1,1,True,1
Oluwasemilogo Adesewo Ibidapo Ajayi,0,1,11,18,6,0,0,0,1.1428571428571428,1,50.0,2.0,-1.1428571428571428,3,1,1,1,True,0
Roberto Firmino,2,0,11,11,20,1,0,0,2.4285714285714284,2,95.0,3.0,-0.4285714285714284,2,0,0,0,True,2
Eric Dier,6,1,11,17,1,0,0,0,1.8571428571428572,1,50.0,2.0,4.142857142857142,0,1,1,1,True,6
Willian Borges Da Silva,2,0,11,1,17,0,0,1,1.0,0,80.0,2.0,1.0,0,2,2,2,False,2
Toby Alderweireld,6,1,11,17,1,0,0,0,1.7142857142857142,1,55.0,2.0,4.285714285714286,0,1,1,1,True,6
Oriol Romeu Vidal,1,0,11,16,3,0,0,1,2.5714285714285716,0,45.0,3.0,-1.5714285714285716,1,1,1,1,False,1
Liam Cooper,1,1,11,9,5,0,0,0,2.0,1,45.0,2.0,-1.0,0,2,2,2,False,1
Mateusz Klich,2,0,11,9,5,0,0,1,2.0,0,55.0,2.0,0.0,0,2,2,2,False,2
Patrick Bamford,8,0,11,9,5,1,0,0,5.428571428571429,2,55.0,3.0,2.571428571428571,0,2,2,2,False,8
Che Adams,2,0,11,16,3,1,0,0,2.7142857142857144,2,60.0,3.0,-0.7142857142857144,1,1,1,1,False,2
Rúben Diogo da Silva Neves,2,0,11,20,11,0,0,1,1.7142857142857142,0,55.0,2.0,0.2857142857142858,0,2,2,2,False,2
Lukasz Fabianski,2,0,11,19,13,0,1,0,2.7142857142857144,3,50.0,3.0,-0.7142857142857144,0,3,3,3,True,2
Harrison Reed,2,0,11,8,12,0,0,1,1.7142857142857142,0,45.0,2.0,0.2857142857142858,0,3,3,3,False,2
Darnell Furlong,1,1,11,18,6,0,0,0,2.7142857142857144,1,45.0,3.0,-1.7142857142857144,3,1,1,1,True,1
Harry Kane,12,0,11,17,1,1,0,0,8.0,2,105.0,3.0,4.0,0,1,1,1,True,12
Jeffrey Schlupp,2,0,11,6,18,0,0,1,1.4285714285714286,0,55.0,2.0,0.5714285714285714,3,0,0,0,False,2
Tammy Abraham,1,0,11,5,10,1,0,0,3.2857142857142856,2,75.0,3.0,-2.2857142857142856,2,2,2,2,True,1
Serge Aurier,7,1,11,17,1,0,0,0,1.4285714285714286,1,55.0,2.0,5.571428571428571,0,1,1,1,True,7
Stuart Armstrong,2,0,11,16,3,0,0,1,4.0,0,55.0,3.0,-2.0,1,1,1,1,False,2
Romain Saïss,0,1,11,20,11,0,0,0,3.5714285714285716,1,50.0,3.0,-3.5714285714285716,0,2,2,2,False,0
Jannik Vestergaard,9,1,11,16,3,0,0,0,3.857142857142857,1,45.0,3.0,5.142857142857142,1,1,1,1,False,9
Aaron Cresswell,1,1,11,19,13,0,0,0,4.285714285714286,1,50.0,3.0,-3.2857142857142856,0,3,3,3,True,1
Sadio Mané,6,0,11,11,20,0,0,1,4.428571428571429,0,120.0,3.0,1.5714285714285712,2,0,0,0,True,6
Conor Townsend,0,1,11,18,6,0,0,0,3.4285714285714284,1,45.0,3.0,-3.4285714285714284,3,1,1,1,True,0
Aaron Ramsdale,1,0,11,15,9,0,1,0,1.4285714285714286,3,50.0,2.0,-0.4285714285714286,2,2,2,2,True,1
Alphonse Areola,2,0,11,8,12,0,1,0,3.2857142857142856,3,45.0,3.0,-1.2857142857142856,0,3,3,3,False,2
Adam Lallana,0,0,11,3,16,0,0,1,1.5714285714285714,0,65.0,2.0,-1.5714285714285714,3,1,1,1,True,0
Luke Ayling,1,1,11,9,5,0,0,0,3.857142857142857,1,45.0,3.0,-2.857142857142857,0,2,2,2,False,1
Héctor Bellerín,1,1,11,1,17,0,0,0,3.142857142857143,1,50.0,3.0,-2.142857142857143,0,2,2,2,False,1
Rui Pedro dos Santos Patrício,1,0,11,20,11,0,1,0,4.0,3,55.0,3.0,-3.0,0,2,2,2,False,1
Alexandre Lacazette,1,0,11,1,17,1,0,0,4.0,2,85.0,3.0,-3.0,0,2,2,2,False,1
Kyle Walker-Peters,5,1,11,16,3,0,0,0,3.142857142857143,1,45.0,3.0,1.8571428571428572,1,1,1,1,False,5
Christian Benteke,13,0,11,6,18,1,0,0,4.0,2,55.0,3.0,9.0,3,0,0,0,False,13
Benjamin Chilwell,2,1,11,5,10,0,0,0,3.4285714285714284,1,55.0,3.0,-1.4285714285714284,2,2,2,2,True,2
Timo Werner,5,0,11,5,10,1,0,0,3.142857142857143,2,95.0,3.0,1.8571428571428572,2,2,2,2,True,5
Hélder Wander Sousa de Azevedo e Costa,0,0,11,9,5,0,0,1,3.142857142857143,0,55.0,3.0,-3.142857142857143,0,2,2,2,False,0
Diogo Jota,1,0,11,11,20,0,0,1,1.4285714285714286,0,65.0,2.0,-0.4285714285714286,2,0,0,0,True,1
Marcos Alonso,0,1,11,5,10,0,0,0,0.0,1,60.0,0.0,0.0,2,2,2,2,True,0
Dan Burn,0,1,11,3,16,0,0,0,0.5714285714285714,1,45.0,1.0,-0.5714285714285714,3,1,1,1,True,0
Georginio Wijnaldum,8,0,11,11,20,0,0,1,3.4285714285714284,0,55.0,3.0,4.571428571428571,2,0,0,0,True,8
Heung-Min Son,13,0,11,17,1,0,0,1,7.571428571428571,0,90.0,3.0,5.428571428571429,0,1,1,1,True,13
Theo Walcott,2,0,11,16,3,0,0,1,3.142857142857143,0,60.0,3.0,-1.1428571428571428,1,1,1,1,False,2
Pablo Fornals,2,0,11,19,13,0,0,1,3.2857142857142856,0,65.0,3.0,-1.2857142857142856,0,3,3,3,True,2
Kyle Bartley,0,1,11,18,6,0,0,0,3.857142857142857,1,45.0,3.0,-3.857142857142857,3,1,1,1,True,0
Alex McCarthy,2,0,11,16,3,0,1,0,3.5714285714285716,3,45.0,3.0,-1.5714285714285716,1,1,1,1,False,2
Ruben Loftus-Cheek,2,0,11,8,12,0,0,1,1.5714285714285714,0,60.0,2.0,0.4285714285714286,0,3,3,3,False,2
Hugo Lloris,6,0,11,17,1,0,1,0,3.5714285714285716,3,55.0,3.0,2.4285714285714284,0,1,1,1,True,6
Ben White,1,1,11,3,16,0,0,0,3.5714285714285716,1,45.0,3.0,-2.5714285714285716,3,1,1,1,True,1
Alisson Ramses Becker,0,0,11,11,20,0,1,0,3.857142857142857,3,60.0,3.0,-3.857142857142857,2,0,0,0,True,0
Eberechi Eze,5,0,11,6,18,0,0,1,4.142857142857143,0,60.0,3.0,0.8571428571428568,3,0,0,0,False,5
Andrew Robertson,6,1,11,11,20,0,0,0,4.428571428571429,1,70.0,3.0,1.5714285714285712,2,0,0,0,True,6
Joël Veltman,1,1,11,3,16,0,0,0,3.4285714285714284,1,45.0,3.0,-2.4285714285714284,3,1,1,1,True,1
Willy Boly,0,1,11,20,11,0,0,0,0.8571428571428571,1,55.0,2.0,-0.8571428571428571,0,2,2,2,False,0
Tanguy Ndombele,0,0,11,17,1,0,0,1,1.5714285714285714,0,60.0,2.0,-1.5714285714285714,0,1,1,1,True,0
Mateo Kovacic,1,0,11,5,10,0,0,1,0.7142857142857143,0,55.0,1.0,0.2857142857142857,2,2,2,2,True,1
Nicolas Pépé,0,0,11,1,17,0,0,1,0.7142857142857143,0,80.0,1.0,-0.7142857142857143,0,2,2,2,False,0
Mason Mount,8,0,11,5,10,0,0,1,3.7142857142857144,0,70.0,3.0,4.285714285714286,2,2,2,2,True,8
Thiago Thiago,2,1,11,5,10,0,0,0,4.0,1,55.0,3.0,-2.0,2,2,2,2,True,2
Chris Basham,1,1,11,15,9,0,0,0,0.5714285714285714,1,50.0,1.0,0.4285714285714286,2,2,2,2,True,1
Ainsley Maitland-Niles,0,1,11,1,17,0,0,0,0.7142857142857143,1,50.0,1.0,-0.7142857142857143,0,2,2,2,False,0
N'Golo Kanté,2,0,11,5,10,0,0,1,1.4285714285714286,0,50.0,2.0,0.5714285714285714,2,2,2,2,True,2
Ezgjan Alioski,1,1,11,9,5,0,0,0,3.2857142857142856,1,45.0,3.0,-2.2857142857142856,0,2,2,2,False,1
Matheus Pereira,-2,0,11,18,6,0,0,1,3.7142857142857144,0,60.0,3.0,-5.714285714285714,3,1,1,1,True,-2
Christian Pulisic,8,0,11,5,10,0,0,1,3.5714285714285716,0,85.0,3.0,4.428571428571429,2,2,2,2,True,8
Ryan Bertrand,2,1,11,16,3,0,0,0,3.0,1,50.0,3.0,-1.0,1,1,1,1,False,2
Matheus Pereira,0,0,12,18,14,0,0,1,3.2857142857142856,0,60.0,3.0,-3.2857142857142856,2,1,1,1,False,0
Adam Webster,0,1,12,3,9,0,0,0,1.7142857142857142,1,45.0,2.0,-1.7142857142857142,2,2,2,2,False,0
Karl Darlow,2,0,12,14,18,0,1,0,1.2857142857142858,3,50.0,2.0,0.7142857142857142,3,0,0,0,True,2
Andreas Christensen,0,1,12,5,7,0,0,0,2.142857142857143,1,50.0,2.0,-2.142857142857143,1,1,1,1,False,0
Yerry Mina,6,1,12,7,5,0,0,0,2.5714285714285716,1,55.0,3.0,3.4285714285714284,0,2,2,2,True,6
Marcos Alonso,0,1,12,5,7,0,0,0,2.142857142857143,1,60.0,2.0,-2.142857142857143,1,1,1,1,False,0
Ross Barkley,0,0,12,2,20,0,0,1,1.0,0,60.0,2.0,-1.0,2,0,0,0,False,0
Matt Phillips,6,0,12,18,14,0,0,1,2.5714285714285716,0,55.0,3.0,3.4285714285714284,2,1,1,1,False,6
Seamus Coleman,0,1,12,7,5,0,0,0,2.142857142857143,1,50.0,2.0,-2.142857142857143,0,2,2,2,True,0
Eberechi Eze,7,0,12,6,17,0,0,1,3.857142857142857,0,60.0,3.0,3.142857142857143,0,2,2,2,True,7
Aleksandar Mitrović,0,0,12,8,11,1,0,0,2.142857142857143,2,60.0,2.0,-2.142857142857143,0,2,2,2,True,0
Jonny Evans,5,1,12,10,3,0,0,0,4.428571428571429,1,55.0,3.0,0.5714285714285712,1,1,1,1,True,5
Lucas Digne,0,1,12,7,5,0,0,0,3.857142857142857,1,60.0,3.0,-3.857142857142857,0,2,2,2,True,0
Ayoze Pérez,3,0,12,10,3,0,0,1,1.7142857142857142,0,65.0,2.0,1.2857142857142858,1,1,1,1,True,3
Tomas Soucek,9,0,12,19,10,0,0,1,3.857142857142857,0,50.0,3.0,5.142857142857142,2,2,2,2,False,9
Hakim Ziyech,0,0,12,5,7,0,0,1,1.0,0,80.0,2.0,-1.0,1,1,1,1,False,0
Willy Boly,0,1,12,20,2,0,0,0,0.8571428571428571,1,55.0,2.0,-0.8571428571428571,1,1,1,1,True,0
Max Kilman,0,1,12,20,2,0,0,0,1.0,1,40.0,2.0,-1.0,1,1,1,1,True,0
Callum Robinson,1,0,12,18,14,1,0,0,1.0,2,55.0,2.0,0.0,2,1,1,1,False,1
Mario Lemina,1,0,12,8,11,0,0,1,2.142857142857143,0,45.0,2.0,-1.1428571428571428,0,2,2,2,True,1
Stuart Dallas,1,1,12,9,19,0,0,0,3.857142857142857,1,45.0,3.0,-2.857142857142857,1,2,2,2,True,1
Eric Dier,2,1,12,17,6,0,0,0,1.7142857142857142,1,50.0,2.0,0.2857142857142858,3,1,1,1,False,2
Leandro Trossard,0,0,12,3,9,0,0,1,2.142857142857143,0,60.0,2.0,-2.142857142857143,2,2,2,2,False,0
Wilfred Ndidi,3,0,12,10,3,0,0,1,2.5714285714285716,0,50.0,3.0,0.4285714285714284,1,1,1,1,True,3
Mateo Kovacic,2,0,12,5,7,0,0,1,1.5714285714285714,0,55.0,2.0,0.4285714285714286,1,1,1,1,False,2
Kasper Schmeichel,7,0,12,10,3,0,1,0,5.285714285714286,3,55.0,3.0,1.7142857142857144,1,1,1,1,True,7
Antonee Robinson,2,1,12,8,11,0,0,0,1.4285714285714286,1,45.0,2.0,0.5714285714285714,0,2,2,2,True,2
Kai Havertz,2,0,12,5,7,0,0,1,3.2857142857142856,0,85.0,3.0,-1.2857142857142856,1,1,1,1,False,2
Lukasz Fabianski,3,0,12,19,10,0,1,0,2.5714285714285716,3,50.0,3.0,0.4285714285714284,2,2,2,2,False,3
Mason Holgate,6,1,12,7,5,0,0,0,3.7142857142857144,1,50.0,3.0,2.2857142857142856,0,2,2,2,True,6
Ezgjan Alioski,0,1,12,9,19,0,0,0,1.2857142857142858,1,45.0,2.0,-1.2857142857142858,1,2,2,2,True,0
Rúben Diogo da Silva Neves,1,0,12,20,2,0,0,1,5.142857142857143,0,55.0,3.0,-4.142857142857143,1,1,1,1,True,1
Wilfried Zaha,2,0,12,6,17,0,0,1,3.4285714285714284,0,70.0,3.0,-1.4285714285714284,0,2,2,2,True,2
Adam Lallana,0,0,12,3,9,0,0,1,1.1428571428571428,0,65.0,2.0,-1.1428571428571428,2,2,2,2,False,0
Serge Aurier,2,1,12,17,6,0,0,0,1.1428571428571428,1,55.0,2.0,0.8571428571428572,3,1,1,1,False,2
Tammy Abraham,1,0,12,5,7,1,0,0,2.2857142857142856,2,75.0,3.0,-1.2857142857142856,1,1,1,1,False,1
James Rodríguez,0,0,12,7,5,0,0,1,0.42857142857142855,0,75.0,1.0,-0.42857142857142855,0,2,2,2,True,0
Joelinton Cássio Apolinário de Lira,5,0,12,14,18,1,0,0,1.7142857142857142,2,60.0,2.0,3.2857142857142856,3,0,0,0,True,5
Matt Ritchie,2,0,12,14,18,0,0,1,2.2857142857142856,0,50.0,3.0,-0.2857142857142856,3,0,0,0,True,2
Dominic Calvert-Lewin,5,0,12,7,5,1,0,0,3.5714285714285716,2,70.0,3.0,1.4285714285714284,0,2,2,2,True,5
Rodrigo Moreno,2,0,12,9,19,1,0,0,0.7142857142857143,2,60.0,1.0,1.2857142857142856,1,2,2,2,True,2
Harvey Barnes,1,0,12,10,3,0,0,1,3.0,0,70.0,3.0,-2.0,1,1,1,1,True,1
Allan Saint-Maximin,0,0,12,14,18,0,0,1,4.285714285714286,0,55.0,3.0,-4.285714285714286,3,0,0,0,True,0
Andros Townsend,1,0,12,6,17,0,0,1,2.4285714285714284,0,60.0,3.0,-1.4285714285714284,0,2,2,2,True,1
Tanguy Ndombele,3,0,12,17,6,0,0,1,3.4285714285714284,0,60.0,3.0,-0.4285714285714284,3,1,1,1,False,3
Harry Kane,9,0,12,17,6,1,0,0,7.428571428571429,2,105.0,3.0,1.5714285714285712,3,1,1,1,False,9
Joel Ward,0,1,12,6,17,0,0,0,1.1428571428571428,1,45.0,2.0,-1.1428571428571428,0,2,2,2,True,0
Patrick Bamford,5,0,12,9,19,1,0,0,5.0,2,55.0,3.0,0.0,1,2,2,2,True,5
Oliver Norwood,0,0,12,15,16,0,0,1,1.4285714285714286,0,50.0,2.0,-1.4285714285714286,3,1,1,1,False,0
Jordan Ayew,0,0,12,6,17,1,0,0,2.4285714285714284,2,60.0,3.0,-2.4285714285714284,0,2,2,2,True,0
Jorge Luiz Frello Filho,0,0,12,5,7,0,0,1,5.0,0,50.0,3.0,-5.0,1,1,1,1,False,0
Jeff Hendrick,0,0,12,14,18,0,0,1,0.7142857142857143,0,50.0,1.0,-0.7142857142857143,3,0,0,0,True,0
Michael Keane,6,1,12,7,5,0,0,0,3.4285714285714284,1,50.0,3.0,2.5714285714285716,0,2,2,2,True,6
Rui Pedro dos Santos Patrício,2,0,12,20,2,0,1,0,1.7142857142857142,3,55.0,2.0,0.2857142857142858,1,1,1,1,True,2
Kelechi Iheanacho,0,0,12,10,3,1,0,0,2.4285714285714284,2,60.0,3.0,-2.4285714285714284,1,1,1,1,True,0
Pascal Groß,2,0,12,3,9,0,0,1,2.5714285714285716,0,60.0,3.0,-0.5714285714285716,2,2,2,2,False,2
Hugo Lloris,3,0,12,17,6,0,1,0,3.7142857142857144,3,55.0,3.0,-0.7142857142857144,3,1,1,1,False,3
David McGoldrick,1,0,12,15,16,1,0,0,1.7142857142857142,2,55.0,2.0,-0.7142857142857142,3,1,1,1,False,1
James Maddison,16,0,12,10,3,0,0,1,3.7142857142857144,0,70.0,3.0,12.285714285714285,1,1,1,1,True,16
James Justin,11,1,12,10,3,0,0,0,6.0,1,45.0,3.0,5.0,1,1,1,1,True,11
Gylfi Sigurdsson,11,0,12,7,5,0,0,1,4.857142857142857,0,70.0,3.0,6.142857142857143,0,2,2,2,True,11
Joël Veltman,1,1,12,3,9,0,0,0,2.5714285714285716,1,45.0,3.0,-1.5714285714285716,2,2,2,2,False,1
George Baldock,1,1,12,15,16,0,0,0,1.1428571428571428,1,55.0,2.0,-0.1428571428571428,3,1,1,1,False,1
Dan Burn,0,1,12,3,9,0,0,0,2.2857142857142856,1,45.0,3.0,-2.2857142857142856,2,2,2,2,False,0
Timothy Castagne,0,1,12,10,3,0,0,0,5.142857142857143,1,55.0,3.0,-5.142857142857143,1,1,1,1,True,0
Toby Alderweireld,2,1,12,17,6,0,0,0,2.7142857142857144,1,55.0,3.0,-0.7142857142857144,3,1,1,1,False,2
Yves Bissouma,2,0,12,3,9,0,0,1,2.2857142857142856,0,45.0,3.0,-0.2857142857142856,2,2,2,2,False,2
Aaron Ramsdale,2,0,12,15,16,0,1,0,4.285714285714286,3,50.0,3.0,-2.2857142857142856,3,1,1,1,False,2
Luka Milivojevic,1,0,12,6,17,0,0,1,1.7142857142857142,0,60.0,2.0,-0.7142857142857142,0,2,2,2,True,1
Kalvin Phillips,2,0,12,9,19,0,0,1,2.4285714285714284,0,50.0,3.0,-0.4285714285714284,1,2,2,2,True,2
Liam Cooper,1,1,12,9,19,0,0,0,0.7142857142857143,1,45.0,1.0,0.2857142857142857,1,2,2,2,True,1
Luke Ayling,1,1,12,9,19,0,0,0,2.2857142857142856,1,45.0,3.0,-1.2857142857142856,1,2,2,2,True,1
Reece James,1,1,12,5,7,0,0,0,5.0,1,50.0,3.0,-4.0,1,1,1,1,False,1
Darnell Furlong,7,1,12,18,14,0,0,0,3.4285714285714284,1,45.0,3.0,3.5714285714285716,2,1,1,1,False,7
Pascal Struijk,0,1,12,9,19,0,0,0,1.1428571428571428,1,40.0,2.0,-1.1428571428571428,1,2,2,2,True,0
Fabio Silva,2,0,12,20,2,1,0,0,1.1428571428571428,2,55.0,2.0,0.8571428571428572,1,1,1,1,True,2
Kurt Zouma,2,1,12,5,7,0,0,0,6.0,1,50.0,3.0,-4.0,1,1,1,1,False,2
Pedro Lomba Neto,2,0,12,20,2,0,0,1,3.2857142857142856,0,55.0,3.0,-1.2857142857142856,1,1,1,1,True,2
Conor Coady,2,1,12,20,2,0,0,0,1.5714285714285714,1,50.0,2.0,0.4285714285714286,1,1,1,1,True,2
Emiliano Martínez,11,0,12,2,20,0,1,0,5.571428571428571,3,45.0,3.0,5.428571428571429,2,0,0,0,False,11
Marc Albrighton,3,0,12,10,3,0,0,1,1.2857142857142858,0,55.0,2.0,1.7142857142857142,1,1,1,1,True,3
Hélder Wander Sousa de Azevedo e Costa,1,0,12,9,19,0,0,1,1.5714285714285714,0,55.0,2.0,-0.5714285714285714,1,2,2,2,True,1
Richarlison de Andrade,1,0,12,7,5,1,0,0,3.142857142857143,2,80.0,3.0,-2.142857142857143,0,2,2,2,True,1
Leander Dendoncker,2,0,12,20,2,0,0,1,1.8571428571428572,0,50.0,2.0,0.1428571428571428,1,1,1,1,True,2
Pierre-Emile Højbjerg,2,0,12,17,6,0,0,1,4.714285714285714,0,50.0,3.0,-2.7142857142857144,3,1,1,1,False,2
Ivan Ricardo Neves Abreu Cavaleiro,2,0,12,8,11,0,0,1,2.857142857142857,0,55.0,3.0,-0.8571428571428572,0,2,2,2,True,2
Bobby Decordova-Reid,9,0,12,8,11,1,0,0,2.857142857142857,2,55.0,3.0,6.142857142857142,0,2,2,2,True,9
Patrick van Aanholt,2,1,12,6,17,0,0,0,1.5714285714285714,1,55.0,2.0,0.4285714285714286,0,2,2,2,True,2
Daniel Castelo Podence,2,0,12,20,2,0,0,1,1.0,0,55.0,2.0,1.0,1,1,1,1,True,2
Chris Basham,1,1,12,15,16,0,0,0,1.8571428571428572,1,50.0,2.0,-0.8571428571428572,3,1,1,1,False,1
Callum Hudson-Odoi,0,0,12,5,7,0,0,1,2.0,0,60.0,2.0,-2.0,1,1,1,1,False,0
Oluwasemilogo Adesewo Ibidapo Ajayi,0,1,12,18,14,0,0,0,0.5714285714285714,1,50.0,1.0,-0.5714285714285714,2,1,1,1,False,0
Ben White,1,1,12,3,9,0,0,0,2.0,1,45.0,2.0,-1.0,2,2,2,2,False,1
Romain Saïss,2,1,12,20,2,0,0,0,1.8571428571428572,1,50.0,2.0,0.1428571428571428,1,1,1,1,True,2
Solomon March,2,0,12,3,9,0,0,1,2.0,0,50.0,2.0,0.0,2,2,2,2,False,2
Thiago Thiago,1,1,12,5,7,0,0,0,1.0,1,55.0,2.0,0.0,1,1,1,1,False,1
John Fleck,2,0,12,15,16,0,0,1,1.8571428571428572,0,60.0,2.0,0.1428571428571428,3,1,1,1,False,2
Gary Cahill,2,1,12,6,17,0,0,0,0.2857142857142857,1,45.0,1.0,1.7142857142857144,0,2,2,2,True,2
Ben Osborn,0,0,12,15,16,0,0,1,1.8571428571428572,0,50.0,2.0,-1.8571428571428572,3,1,1,1,False,0
Jamie Vardy,13,0,12,10,3,1,0,0,6.428571428571429,2,100.0,3.0,6.571428571428571,1,1,1,1,True,13
João Filipe Iria Santos Moutinho,-1,0,12,20,2,0,0,1,1.4285714285714286,0,55.0,2.0,-2.428571428571429,1,1,1,1,True,-1
Ruben Loftus-Cheek,3,0,12,8,11,0,0,1,1.5714285714285714,0,60.0,2.0,1.4285714285714286,0,2,2,2,True,3
Enda Stevens,0,1,12,15,16,0,0,0,1.5714285714285714,1,55.0,2.0,-1.5714285714285714,3,1,1,1,False,0
Vicente Guaita,3,0,12,6,17,0,1,0,1.4285714285714286,3,50.0,2.0,1.5714285714285714,0,2,2,2,True,3
Christian Pulisic,0,0,12,5,7,0,0,1,2.857142857142857,0,85.0,3.0,-2.857142857142857,1,1,1,1,False,0
N'Golo Kanté,1,0,12,5,7,0,0,1,1.4285714285714286,0,50.0,2.0,-0.4285714285714286,1,1,1,1,False,1
Pablo Fornals,2,0,12,19,10,0,0,1,3.142857142857143,0,65.0,3.0,-1.1428571428571428,2,2,2,2,False,2
Tyrick Mitchell,0,1,12,6,17,0,0,0,0.5714285714285714,1,40.0,1.0,-0.5714285714285714,0,2,2,2,True,0
Jarrod Bowen,5,0,12,19,10,0,0,1,5.571428571428571,0,65.0,3.0,-0.5714285714285712,2,2,2,2,False,5
Neal Maupay,2,0,12,3,9,1,0,0,1.4285714285714286,2,65.0,2.0,0.5714285714285714,2,2,2,2,False,2
Benjamin Chilwell,2,1,12,5,7,0,0,0,4.142857142857143,1,55.0,3.0,-2.1428571428571432,1,1,1,1,False,2
Abdoulaye Doucouré,2,0,12,7,5,0,0,1,1.4285714285714286,0,55.0,2.0,0.5714285714285714,0,2,2,2,True,2
Michail Antonio,0,0,12,19,10,1,0,0,3.0,2,65.0,3.0,-3.0,2,2,2,2,False,0
Antonio Rüdiger,0,1,12,5,7,0,0,0,3.142857142857143,1,50.0,3.0,-3.142857142857143,1,1,1,1,False,0
Steven Bergwijn,2,0,12,17,6,0,0,1,0.8571428571428571,0,75.0,2.0,1.1428571428571428,3,1,1,1,False,2
Angelo Ogbonna,11,1,12,19,10,0,0,0,3.0,1,50.0,3.0,8.0,2,2,2,2,False,11
César Azpilicueta,0,1,12,5,7,0,0,0,2.0,1,60.0,2.0,-2.0,1,1,1,1,False,0
Illan Meslier,3,0,12,9,19,0,1,0,5.285714285714286,3,45.0,3.0,-2.2857142857142856,1,2,2,2,True,3
Timo Werner,2,0,12,5,7,1,0,0,3.0,2,95.0,3.0,-1.0,1,1,1,1,False,2
Cheikhou Kouyaté,2,0,12,6,17,0,0,1,1.7142857142857142,0,50.0,2.0,0.2857142857142858,0,2,2,2,True,2
John Egan,1,1,12,15,16,0,0,0,2.857142857142857,1,50.0,3.0,-1.8571428571428572,3,1,1,1,False,1
Lewis Dunk,1,1,12,3,9,0,0,0,2.7142857142857144,1,50.0,3.0,-1.7142857142857144,2,2,2,2,False,1
Alphonse Areola,3,0,12,8,11,0,1,0,3.142857142857143,3,45.0,3.0,-0.1428571428571428,0,2,2,2,True,3
Callum Wilson,1,0,12,14,18,1,0,0,4.142857142857143,2,65.0,3.0,-3.1428571428571432,3,0,0,0,True,1
Adama Traoré,1,0,12,20,2,0,0,1,1.5714285714285714,0,65.0,2.0,-0.5714285714285714,1,1,1,1,True,1
Jacob Murphy,4,0,12,14,18,0,0,1,3.2857142857142856,0,50.0,3.0,0.7142857142857144,3,0,0,0,True,4
Declan Rice,2,0,12,19,10,0,0,1,1.5714285714285714,0,50.0,2.0,0.4285714285714286,2,2,2,2,False,2
Lucas Rodrigues Moura da Silva,0,0,12,17,6,0,0,1,1.2857142857142858,0,70.0,2.0,-1.2857142857142858,3,1,1,1,False,0
Kyle Bartley,0,1,12,18,14,0,0,0,3.2857142857142856,1,45.0,3.0,-3.2857142857142856,2,1,1,1,False,0
Jordan Pickford,9,0,12,7,5,0,1,0,5.285714285714286,3,50.0,3.0,3.7142857142857144,0,2,2,2,True,9
Harrison Reed,1,0,12,8,11,0,0,1,1.8571428571428572,0,45.0,2.0,-0.8571428571428572,0,2,2,2,True,1
Jairo Riedewald,1,0,12,6,17,0,0,1,1.4285714285714286,0,45.0,2.0,-0.4285714285714286,0,2,2,2,True,1
Jeffrey Schlupp,9,0,12,6,17,0,0,1,1.8571428571428572,0,55.0,2.0,7.142857142857142,0,2,2,2,True,9
André-Frank Zambo Anguissa,2,0,12,8,11,0,0,1,1.8571428571428572,0,45.0,2.0,0.1428571428571428,0,2,2,2,True,2
Alex Iwobi,3,0,12,7,5,0,0,1,1.4285714285714286,0,60.0,2.0,1.5714285714285714,0,2,2,2,True,3
Youri Tielemans,3,0,12,10,3,0,0,1,2.7142857142857144,0,65.0,3.0,0.2857142857142856,1,1,1,1,True,3
Christian Benteke,2,0,12,6,17,1,0,0,3.0,2,55.0,3.0,-1.0,0,2,2,2,True,2
Ben Davies,1,1,12,17,6,0,0,0,1.4285714285714286,1,50.0,2.0,-0.4285714285714286,3,1,1,1,False,1
Mason Mount,2,0,12,5,7,0,0,1,3.142857142857143,0,70.0,3.0,-1.1428571428571428,1,1,1,1,False,2
Jack Harrison,1,0,12,9,19,0,0,1,3.142857142857143,0,55.0,3.0,-2.142857142857143,1,2,2,2,True,1
Çaglar Söyüncü,0,1,12,10,3,0,0,0,2.857142857142857,1,55.0,3.0,-2.857142857142857,1,1,1,1,True,0
